published,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,published,year,quarter,month,profit,content_duration_cat,price_cat
2017-05-24,1224262,Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,True,60,54,4,6,Expert Level,0.7166666666666667,Business Finance,2017-05-24,2017,2,May,3240,0 : 1,50:80
2015-09-23,598094,Crowdfunding to Win,https://www.udemy.com/crowdfunding-to-win/,True,40,627,15,15,All Levels,1.5,Business Finance,2015-09-23,2015,3,September,25080,1 : 3,20:50
2017-06-28,1266148,Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,False,0,965,0,18,Intermediate Level,1.5,Business Finance,2017-06-28,2017,2,June,0,1 : 3,free
2017-02-03,791422,Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,True,200,1113,6,8,All Levels,1.0,Business Finance,2017-02-03,2017,1,February,222600,0 : 1,170:200
2014-12-23,352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,True,95,739,28,45,All Levels,2.0,Business Finance,2014-12-23,2014,4,December,70205,1 : 3,80:110
2017-05-11,791436,Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,True,20,1201,12,18,All Levels,1.5,Business Finance,2017-05-11,2017,2,May,24020,1 : 3,1:20
2015-07-07,537878,CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,True,50,2474,6,128,All Levels,17.5,Business Finance,2015-07-07,2015,3,July,123700,12 : 20,20:50
2016-08-10,923184,Pin Bars: The Most Powerful Forex Trading Signal,https://www.udemy.com/make-money-in-forex-using-pin-bars/,True,200,494,16,19,All Levels,1.0,Business Finance,2016-08-10,2016,3,August,98800,0 : 1,170:200
2015-09-07,476256,Stock Options Trades Using Interactive Brokers,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,True,95,1580,26,14,Intermediate Level,1.0,Business Finance,2015-09-07,2015,3,September,150100,0 : 1,80:110
2015-08-16,552504,Introduction to Options - Strategies For Consistent Profits,https://www.udemy.com/introduction-to-options-start-trading-now/,True,40,617,44,55,All Levels,4.5,Business Finance,2015-08-16,2015,3,August,24680,3 : 7,20:50
2015-09-29,537888,Risk in Forex Transactions - for CA / CS / CFA exams,https://www.udemy.com/forex-risks/,True,20,2235,3,9,All Levels,1.0,Business Finance,2015-09-29,2015,3,September,44700,0 : 1,1:20
2015-01-06,385686,Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,True,20,2293,9,28,All Levels,2.0,Business Finance,2015-01-06,2015,1,January,45860,1 : 3,1:20
2016-03-30,738900,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,True,200,1094,8,13,Beginner Level,2.0,Business Finance,2016-03-30,2016,1,March,218800,1 : 3,170:200
2013-06-06,57415,Interpreting Financial Statements,https://www.udemy.com/financialstatements/,True,20,1449,29,23,Beginner Level,1.5,Business Finance,2013-06-06,2013,2,June,28980,1 : 3,1:20
2014-01-31,155344,Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,True,20,3251,10,59,Beginner Level,12.0,Business Finance,2014-01-31,2014,1,January,65020,7 : 12,1:20
2013-03-05,42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,True,60,607,55,16,Intermediate Level,2.0,Business Finance,2013-03-05,2013,1,March,36420,1 : 3,50:80
2015-06-11,511952,Investment Banking: How to Land a Job on Wall Street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,True,75,1218,30,63,All Levels,3.5,Business Finance,2015-06-11,2015,2,June,91350,3 : 7,50:80
2015-07-20,530246,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,True,20,1132,33,18,All Levels,1.0,Business Finance,2015-07-20,2015,3,July,22640,0 : 1,1:20
2016-05-30,862786,Financial modeling: Build a multiples valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,True,20,656,17,20,All Levels,1.5,Business Finance,2016-05-30,2016,2,May,13120,1 : 3,1:20
2014-02-17,165122,Trade Recap I - A Real Look at Futures Options Markets,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,True,20,3339,4,11,Beginner Level,1.5,Business Finance,2014-02-17,2014,1,February,66780,1 : 3,1:20
2015-09-22,530768,Advanced Stock Options for Serious Equity Investors!,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,True,200,1271,23,7,Expert Level,1.5,Business Finance,2015-09-22,2015,3,September,254200,1 : 3,170:200
2015-02-21,218416,Trading Binary Options for Fun and Profit,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,True,20,1574,24,46,All Levels,2.0,Business Finance,2015-02-21,2015,1,February,31480,1 : 3,1:20
2015-09-29,619296,CFA: Fast Track your career in Finance,https://www.udemy.com/cfapreparebetter/,True,20,1393,27,21,Beginner Level,2.0,Business Finance,2015-09-29,2015,3,September,27860,1 : 3,1:20
2016-05-04,717278,How to be a Profitable Forex Trader,https://www.udemy.com/making-money-in-forex-market/,True,20,1029,13,7,All Levels,0.6833333333333333,Business Finance,2016-05-04,2016,2,May,20580,0 : 1,1:20
2015-03-19,445916,Excel Dashboard - Interactive Excel Dashboard and Charts,https://www.udemy.com/interactive-charts-in-excel/,True,30,843,54,34,All Levels,3.0,Business Finance,2015-03-19,2015,1,March,25290,1 : 3,20:50
2014-07-24,267984,Accounting 101: Learn Business Finance Forecasting in 60mins,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,True,95,1730,12,12,All Levels,1.5,Business Finance,2014-07-24,2014,3,July,164350,1 : 3,80:110
2016-01-27,692722,Technical Analysis 101: How to Profit During Market Crashes,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,True,95,1730,18,53,All Levels,2.0,Business Finance,2016-01-27,2016,1,January,164350,1 : 3,80:110
2014-10-01,298558,Advanced Accounting for Investment Banking,https://www.udemy.com/advanced-accounting-for-investment-banking/,True,50,1260,80,38,Intermediate Level,4.0,Business Finance,2014-10-01,2014,4,October,63000,3 : 7,20:50
2015-06-16,480752,Investing In Stocks With 10 Simple Rules,https://www.udemy.com/value-investing-rules/,True,95,871,79,59,All Levels,2.0,Business Finance,2015-06-16,2015,2,June,82745,1 : 3,80:110
2015-10-14,637922,Venture Capital. What is it and Why it Matters to You!,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,True,50,1566,48,25,All Levels,2.5,Business Finance,2015-10-14,2015,4,October,78300,1 : 3,20:50
2014-12-22,337320,Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,True,105,2987,23,19,All Levels,2.0,Business Finance,2014-12-22,2014,4,December,313635,1 : 3,80:110
2016-06-21,876646,Direction-Independ Trading - Elite Forex Traders  Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,True,120,973,15,28,All Levels,2.5,Business Finance,2016-06-21,2016,2,June,116760,1 : 3,110:140
2015-07-07,529424,How to Become a Financial Analyst from Scratch!,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,True,40,2177,31,38,Beginner Level,5.0,Business Finance,2015-07-07,2015,3,July,87080,3 : 7,20:50
2016-01-08,720814,First Steps to Trading the Forexmarkets : Technical Analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,True,35,1772,19,15,Beginner Level,3.5,Business Finance,2016-01-08,2016,1,January,62020,3 : 7,20:50
2015-06-01,515326,Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,True,20,1850,40,20,All Levels,1.0,Business Finance,2015-06-01,2015,2,June,37000,0 : 1,1:20
2017-05-18,1218552,Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,False,0,1780,32,9,Beginner Level,1.0,Business Finance,2017-05-18,2017,2,May,0,0 : 1,free
2015-03-02,429308,Read financial statements like a pro,https://www.udemy.com/read-financial-statements-in-5-minutes/,True,50,12,1,38,Intermediate Level,4.0,Business Finance,2015-03-02,2015,1,March,600,3 : 7,20:50
2015-03-08,302450,10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,True,20,13,1,9,All Levels,1.0,Business Finance,2015-03-08,2015,1,March,260,0 : 1,1:20
2017-04-06,1117834,Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,True,200,2,1,16,All Levels,1.0,Business Finance,2017-04-06,2017,2,April,400,0 : 1,170:200
2014-03-29,190816,IAS 18 - Revenue,https://www.udemy.com/ias-18-revenue/,False,0,2571,32,23,All Levels,4.5,Business Finance,2014-03-29,2014,1,March,0,3 : 7,free
2014-06-16,244000,Forex Trading: The High ROI Forex Trading End of Day Course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,True,125,8,1,19,Intermediate Level,2.5,Business Finance,2014-06-16,2014,2,June,1000,1 : 3,110:140
2015-02-23,429482,Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,True,35,7,1,19,All Levels,1.0,Business Finance,2015-02-23,2015,1,February,245,0 : 1,20:50
2017-02-06,831940,Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,True,20,217,0,47,Beginner Level,2.5,Business Finance,2017-02-06,2017,1,February,4340,1 : 3,1:20
2017-05-01,833770,Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,True,75,22,5,45,All Levels,4.5,Business Finance,2017-05-01,2017,2,May,1650,3 : 7,50:80
2015-11-03,658764,Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,True,50,131,2,38,All Levels,3.0,Business Finance,2015-11-03,2015,4,November,6550,1 : 3,20:50
2017-02-03,707224,Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,True,30,5,2,15,Beginner Level,2.0,Business Finance,2017-02-03,2017,1,February,150,1 : 3,20:50
2013-07-23,64739,Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,True,50,116,10,51,All Levels,24.0,Business Finance,2013-07-23,2013,3,July,5800,+20,20:50
2016-09-06,907716,International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,True,100,27,6,235,All Levels,19.5,Business Finance,2016-09-06,2016,3,September,2700,12 : 20,80:110
2017-01-11,1030976,The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,True,150,912,12,37,Beginner Level,3.0,Business Finance,2017-01-11,2017,1,January,136800,1 : 3,140:170
2016-01-12,722682,Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,True,20,1964,47,15,All Levels,1.5,Business Finance,2016-01-12,2016,1,January,39280,1 : 3,1:20
2017-02-22,1122146,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,True,200,1033,2,31,Beginner Level,1.5,Business Finance,2017-02-22,2017,1,February,206600,1 : 3,170:200
2015-11-23,673016,Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,True,200,2092,77,52,All Levels,3.5,Business Finance,2015-11-23,2015,4,November,418400,3 : 7,170:200
2015-04-02,372234,Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,True,30,4601,38,14,Intermediate Level,4.0,Business Finance,2015-04-02,2015,2,April,138030,3 : 7,20:50
2016-04-15,822514,CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,True,25,2953,20,211,All Levels,20.5,Business Finance,2016-04-15,2016,2,April,73825,+20,20:50
2016-12-20,1045726,Stock Market investment:Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,True,125,1091,4,29,Beginner Level,3.0,Business Finance,2016-12-20,2016,4,December,136375,1 : 3,110:140
2016-10-17,943426,Learn How to Play CashFlow Game,https://www.udemy.com/learn-how-to-play-cashflow-game/,True,35,1459,11,26,Beginner Level,1.0,Business Finance,2016-10-17,2016,4,October,51065,0 : 1,20:50
2013-03-22,46927,Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,True,30,4855,64,24,Beginner Level,4.0,Business Finance,2013-03-22,2013,1,March,145650,3 : 7,20:50
2015-09-16,567070,Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,True,50,4034,8,40,Intermediate Level,3.0,Business Finance,2015-09-16,2015,3,September,201700,1 : 3,20:50
2016-06-06,867440,"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,True,200,57,22,19,Intermediate Level,3.0,Business Finance,2016-06-06,2016,2,June,11400,1 : 3,170:200
2015-05-28,501996,Aprende a invertir practicando,https://www.udemy.com/aprende-a-invertir-practicando/,True,35,26,9,42,All Levels,2.0,Business Finance,2015-05-28,2015,2,May,910,1 : 3,20:50
2017-02-07,1103590,Trading con retrocesos de Fibonacci,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,True,25,14,4,15,All Levels,2.5,Business Finance,2017-02-07,2017,1,February,350,1 : 3,20:50
2017-05-10,1172370,Mit Finanzwissen zu besserem Unternehmertum,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,True,50,49,3,23,Beginner Level,3.0,Business Finance,2017-05-10,2017,2,May,2450,1 : 3,20:50
2015-11-19,673702,Como hacer empresa en 10 sesiones prácticas,https://www.udemy.com/finanzas-para-principiantes/,True,20,11,2,10,Intermediate Level,0.5,Business Finance,2015-11-19,2015,4,November,220,0 : 1,1:20
2016-04-23,821108,المحاسبة للإداريين و غير المحاسبين,https://www.udemy.com/accounting-for-non-accountants-trendcast/,True,20,9,3,17,Beginner Level,0.7166666666666667,Business Finance,2016-04-23,2016,2,April,180,0 : 1,1:20
2016-06-21,863998,株式投資で本当のファンダメンタル分析ができるようになる,https://www.udemy.com/jun-sakai-trading-course3/,True,20,91,7,30,All Levels,2.0,Business Finance,2016-06-21,2016,2,June,1820,1 : 3,1:20
2016-08-29,822926,Curso de Trading práctico basado en casos reales,https://www.udemy.com/trading-practico/,True,20,44,6,55,All Levels,10.0,Business Finance,2016-08-29,2016,3,August,880,7 : 12,1:20
2015-11-28,666254,Curso Avanzado de Trading,https://www.udemy.com/curso-avanzado-de-trading/,True,125,106,11,100,All Levels,20.5,Business Finance,2015-11-28,2015,4,November,13250,+20,110:140
2015-06-07,518886,MQL4 Tutorial Golden Goose,https://www.udemy.com/mql4-tutorial-golden-goose-trading-tutorial/,True,20,135,5,12,Beginner Level,1.5,Business Finance,2015-06-07,2015,2,June,2700,1 : 3,1:20
2016-06-29,868128,Análise de Concessão de Crédito,https://www.udemy.com/estacio-analise-de-concessao-de-credito/,True,20,31,11,20,All Levels,10.5,Business Finance,2016-06-29,2016,2,June,620,7 : 12,1:20
2016-11-01,986034,Technical Analysis Using Elliott Wave Theory,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,True,60,217,7,16,All Levels,1.0,Business Finance,2016-11-01,2016,4,November,13020,0 : 1,50:80
2013-02-24,42642,The Basics Of Volume Analysis,https://www.udemy.com/volume-analysis-basis/,True,60,611,57,13,All Levels,1.5,Business Finance,2013-02-24,2013,1,February,36660,1 : 3,50:80
2015-04-13,471428,Crash Course on Cost of Capital and Capital Structuring,https://www.udemy.com/crash-course-on-cost-of-capital-and-capital-structuring/,False,0,5007,41,19,All Levels,3.0,Business Finance,2015-04-13,2015,2,April,0,1 : 3,free
2015-09-05,600206,Business Accounting Made Easy,https://www.udemy.com/accounting-level-1-course/,True,50,1168,5,26,Beginner Level,5.5,Business Finance,2015-09-05,2015,3,September,58400,3 : 7,20:50
2016-06-20,52118,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",https://www.udemy.com/weekly-forex-analysis-by-baraq-adnan/,False,0,3035,12,14,All Levels,1.5,Business Finance,2016-06-20,2016,2,June,0,1 : 3,free
2013-02-24,42640,Technical Analysis - A practical approach for trade entry,https://www.udemy.com/learn-technical-analysis/,True,60,454,52,15,Expert Level,2.0,Business Finance,2013-02-24,2013,1,February,27240,1 : 3,50:80
2016-03-04,767256,Mastering Technical Analysis : Maximizing Trading Profits,https://www.udemy.com/mastering-technical-analysis/,True,60,325,14,62,All Levels,5.0,Business Finance,2016-03-04,2016,1,March,19500,3 : 7,50:80
2016-05-11,843854,The Complete Guide to Professional Trading with Elliott Wave,https://www.udemy.com/practical-trading-trade-stocks-forex-with-elliott-wave/,True,115,228,49,43,All Levels,4.5,Business Finance,2016-05-11,2016,2,May,26220,3 : 7,110:140
